nameEmpresa;nitEmpresa;emailEmpresa;activos;tipoEntidad
COOPERATIVA DE TRABAJO ASOCIADO  VIAL DE TOLUVIEJO;800115482;cootandres@hotmail.com;105840000;Cooperativa y otros
COOPERATIVA MULTIACTIVA SOLIDARIA DE COLOMBIA;900144042;coomusolcolombia@hotmail.com;560664333;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVAQ NACIONAL DE SERVICIOS RAPIDO Y AL INSTANTE;900230911;coonalservistan1@hotmail.com;70689332;Cooperativa sin ahorro
COOPERATIVA AGROPECUARIA Y AGROINDUSTRIAL;900201810;agrolacteos@hotmail.com;240667471;Cooperativa sin ahorro
COOPERATIVA PARA LA INVERSION Y EL DESARROLLO AGROPECUARIO DE CORDOBA;900050178;cooagrodescor@hotmail.com;70605267;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA COLIVERCOOP;900203707;diomar.l@hotmail.com;2266498;Cooperativa sin ahorro
PROMOTORA COOPERATIVA DE PROYECTOS AMBIENTALES E INDUSTRIALES ECOOP;900256897;contabilidad@cooperacionverde.com;586093921;Cooperativa y otros
COOPERATIVA MULTIACTIVA NACIONAL DE FABRICANTES DE VELAS Y VELONES;900237749;coofanalvelas@gmail.com;1503667754;Cooperativa sin ahorro
COOPERATIVA DE TRABAJO ASOCIADO LA NUEVA GALEZ;900065388;adrijos70@yahoo.es;139750000;Cooperativa y otros
COOPERATIVA DE TRABAJO ASOCIADO DE ARAUCA;834000824;cootraarauca@hotmail.com;430960220;Cooperativa y otros
COOPERATIVA DE TRABAJO ASOCIADO LOS ROBLES;836000677;cooperativalosrobles677@gmail.com;71895851;Cooperativa y otros
COOPERATIVA DE TRABAJO ASOCIADO ISNOS TURISMO;813000792;javi002@outlook.com;229683940;Cooperativa y otros
FONDO DE EMPLEADOS DE ELEC SA;900141491;patricia.lora@elecsa.com.co;586795613;Fondos de empleados
COOPERATIVA DE TRABAJO ASOCIADO LA LIBERTAD COOTRALIBER LTDA;813002928;cootraliber@hotmail.com;197612738;Cooperativa y otros
COOPERATIVA DE TRABAJO ASOCIADO CIUDAD MOCOA C.T.A;846003214;ciudadmocoacta@gmail.com;43510967;Cooperativa y otros
COOPERATIVA DE TRABAJO ASOCIADO DE SALAMINA;819003530;beatrizmonsalve76@hotmail.com;194047000;Cooperativa y otros
COOPERATIVA NACIONAL DE SERVICIOS FUTURO;900323012;coopnalfit.enliq@gmail.com;116670669;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA DE SERVICIOS FINANCIEROS Y JURIDICOS;900292867;contabilidadconstructoranio@gmail.com;453036858;Cooperativa sin ahorro
ASISTENCIA FAMILIAR COOPERATIVA;900267427;infoasfamicoop@gmail.com;600139500;Cooperativa sin ahorro
COOPERATIVA NACIONAL AGROPECUARIA;900328094;coonalagrocta@gmail.com;1;Cooperativa y otros
COOPERATIVA MULTIACTIVA DE SOLIDARIDAD INTEGRAL A.C.;900252841;coopsoli_contabilidad@hotmail.com;72696545;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA MINERA DEL CARIBONA;900099061;coopcaribona2012@gmail.com;5537226327;Cooperativa sin ahorro
COOPERATIVA DE APORTES Y CREDITO COOPMEDAS;900270651;josfer08@yahoo.es;1000;Cooperativa sin ahorro
COOPERATIVA DE TRABAJO ASOCIADO LEGISMED;813003184;auxiliarcontable@coolegismed.com;1110080010;Cooperativa y otros
COOPERATIVA TELEPOSTAL DE CARTAGENA LTDA;890480770;rubendb32@hotmail.com;143728658;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA COOMANDAR;900291712;gfrkoni@gmail.com;104510107;Cooperativa sin ahorro
COOPERATIVA DE TRABAJO ASOCIADO SERVI VARIOS LIMITADA;814005682;gamawil@hotmail.com;10550477;Cooperativa y otros
COOPERATIVA MULTIACTIVA ESTELAR DE OCCIDENTE;900124480;mic.zambrano@gmail.com;10000;Cooperativa sin ahorro
COOPERATIVA DE TRABAJO ASOCIADO PALENQUE CTA;900373620;palencoopcta@gmail.com;100000;Cooperativa y otros
COOPERATIVA MULTIACTIVA DE SERVICIOS SU AMIGA;900375020;admin@coopsuamiga.com;38693939;Cooperativa sin ahorro
COOPERATIVA DE TRABAJO ASOCIADO LOS PIJAOS CTA;900352044;cootrapijaoscta@gemail.com;32360437;Cooperativa y otros
COOPERATIVA MULTIACTIVA COOSURGIR LTDA;830137956;coosurgirje@hotmail.com;2010140;Cooperativa sin ahorro
COOPERATIVA DE TRABAJO ASOCIADO DE SERVICIOS DE PROCESOS;900318803;ladydian0406@gmail.com;4000000;Cooperativa y otros
COMITE NACIONAL MUTUALISTA DE COLOMBIA;900066160;conamutual@gmail.com;32077791;Mutuales
COOPERATIVA ESPERANZA Y AMISTAD DE BOSA;830008009;coopeartivaceab@gmail.com;2128563341;Cooperativa sin ahorro
FONDO DE EMPLEADOS Y TRABAJADORES DE MEDICAMENTOS ESPECIALIZADOS S.A.;900419777;fonmedex@medex.com.co;100;Fondos de empleados
COOPERATIVA MULTIACTIVA DE SOLIDARIDAD Y SERVICIOS SOCIALES;900409303;coopsoli_contabilidad@hotmail.com;307837061;Cooperativa sin ahorro
FONDO DE EMPLEADOS DEL SECTOR HOTELERO Y TURISTICO DE COLOMBIA;900427966;fehobe@hotelobeliscocali.com;1202323;Fondos de empleados
COOPERATIVA MULTIACTIVA CRISMAR;900443379;coopcrismarenliquidacion@gmail.com;84742267;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA LEGAL-DENT;900424689;coop.legaldent@gmail.com;63404480;Cooperativa sin ahorro
COOPERATIVA DE TRABAJO ASOCIADO  EL PROGRESO CTA;900326036;cooprogresocta@gmzail.com;1000000;Cooperativa y otros
COOPERATIVA MULTIACTIVA VISION DEL CARIBE;900481352;coopvicar@gmail.com;51981282;Cooperativa sin ahorro
COOPERATIVA DE LA ASOCIACION NACIONAL DE PENSIONADOS OFICIALES;900039010;cooasonalpenof@hotmail.com;60549213;Cooperativa sin ahorro
COOPERATIVA DE CREDITO SILVIO ARAGON RUIZ;900361817;coocredisar@gmail.com;1152315000;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA DE MERCADEO Y CREDITO;900518723;coomunion.coop@gmail.com;46048927;Cooperativa sin ahorro
COOPERATIVA DE TRABAJO ASOCIADO DE SERVICIOS PROFESIONALES;900043177;gerencia.asesorias@gmail.com;7332776;Cooperativa y otros
COOPERATIVA DE TRABAJO ASOCIADO TENERIFE GRANDE;819003525;beatrizmonsalve76@hotmail.com;284151000;Cooperativa y otros
FONDO DE EMPLEADOS DE QBO CONSTRUCTORES;900492562;mcarmona@qbo.co;14930064;Fondos de empleados
FEDERACION COLOMBIANA DE ENTIDADES SOLIDARIAS;900573295;gerencia@fenalsol.org.co;21854196;Cooperativa y otros
OPERADOR INTEGRAL DE SERVICIOS, VENTAS Y ASESORIAS;900526355;operadorintegral@hotmail.com;164589794;Cooperativa y otros
COOPERATIVA MULTIACTIVA DE ASESORIAS Y SERVICIOS UNIVERSAL;900436097;coopseruniversal@outlook.com;140610000;Cooperativa sin ahorro
COOPERATIVA SAN ANTONIO;900552851;coopsantonio13@hotmail.com;703181110;Cooperativa sin ahorro
COOPERATIVA DE TRABAJO ASOCIADO  FRENTE COMUN LOS AMIGOS C.T.A;900532038;ctalosamigos@gmail.com;141637190;Cooperativa y otros
COOPERATIVA MULTIACTIVA VISION CORPORACION;900585103;coomultivicorp@hotmail.com;65807650;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA INTEGRAL SOLIDARIA;900383717;nicolasasesor@gmail.com;12719086;Cooperativa sin ahorro
COOPERATIVA DE PALMICULTORES DE SABANA DE TORRES 1;900129749;coopsabana1@yahoo.com;9191077289;Cooperativa sin ahorro
COOPERATIVA DE TRABAJO ASOCIADO DE TRABAJADORES NACIONALES;900557918;gerencia.asesorias@gmail.com;21638635;Cooperativa y otros
FONDO DE EMPLEADOS DE CONALTURA CONSTRUCCION Y VIVIENDA S.A;900351461;feconaltura@conaltura.com;2688166634;Fondos de empleados
JAH ASOCIACION MUTUAL PARA PROFECIONALESDE LA FUERZA E INFANTES DE MARINA;900579390;asomuffaa2018@gmail.com;6928464103;Mutuales
COOPERATIVA DE PRODUCTORES AGRICOLAS Y PECUARIOS LIMITADA;900126773;carolinapajoy@hotmail.com;6679519791;Cooperativa sin ahorro
EMPRESA COOPERATIVA AGROPECUARIA;900336018;carolinapajoy@hotmail.com;691541623;Cooperativa sin ahorro
FONDO DE EMPLEADOS BOLA DE NIEVE;900506416;aperalta3@hotmail.com;534443562;Fondos de empleados
COOPERATIVA DE TRABAJO ASOCIADO AGENCIAR SALUD;900683667;gerencia@agenciarsalud.com;451350194;Cooperativa y otros
COOPERATIVA MULTIACTIVA J.N. ASOCIADOS;900623300;j.nasociados@hotmail.com;642544248;Cooperativa sin ahorro
COOPERATIVA DE CREDITO PARA EL FOMENTO SOLIDARIO;900709525;armycoopbarranquilla@gmail.com;23915951;Cooperativa sin ahorro
CAFE PROMO EMPRESA PRECOOPERATIVA;900612402;cantilloalvarez@hotmail.com;817060678;Cooperativa y otros
COOPERATIVA MULTIACTIVA GESTORAS DEL DESARROLLO EN COLOMBIA;830510073;gestorasdeldesarrollo@yahoo.es;159970646;Cooperativa sin ahorro
PRECOOPERATIVA PARA EL FOMENTO Y DESARROLLO DE LAS ACTIVIDADES MINERAS;900729328;tesoreria@coomineral.com;7657519838;Cooperativa sin ahorro
OPERADOR EXTERNO DE SALUD CTA;900675293;operadorexterno@hotmail.com;37921990;Cooperativa y otros
COMERCIALIZADORA COOPERATIVA AGRICOLA NACIONAL COOAGRINAL;900765311;cooagrinal.wfa@gmail.com;728573118;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA SOLIDARIA LASALLISTA;900667290;coomulsol@hotmail.com;4401782;Cooperativa sin ahorro
COOPERATIVA INTEGRAL DE PALERMO PAIPA;800116949;josejoaquingt@yahoo.es;85521838;Cooperativa sin ahorro
COOPERATIVA DE TRABAJO ASOCIADO LA CABAÑA SAN FRANCISCO;900641149;lacabanaltda@hotmail.com;149535148;Cooperativa y otros
COOPERATIVA DE TRABAJO ASOCIADO EL REFUGIO DEL TRAMPOLYN;900659318;refugiodeltrampolyn@gmail.com;131453451;Cooperativa y otros
COOPERATIVA CAFETERA DE OCCIDENTE LTDA;900809639;administracion@coffeeoccidente.com.co;541204751;Cooperativa sin ahorro
COOPERATIVA PARA EL EMPRENDIMIENTO;900732687;nicolasasesor@gmail.com;4250000;Cooperativa sin ahorro
COOPERATIVA REGIONAL AGROPECUARIA CORREAGRO;900346619;cra-001@hotmail.com;979654698;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA CARNICA DE QUINCHIA;900324921;coomcarniqos@gmail.com;480592069;Cooperativa y otros
COOPERATIVA ALMA DEL HUILA AGRICOLA;900824282;contabilidad@almadelhuila.co;11683948517;Cooperativa sin ahorro
COOPERATIVA POPULAR DE SUCRE LTDA;800210620;cooposucre@hotmail.com;190803439;Cooperativa sin ahorro
COOPERATIVA  FERROCARIBE LTDA;823004961;jjliconarenas@yahoo.es;1960000;Cooperativa sin ahorro
PRECOOPERATIVA DE SERVICIOS TECNICOS Y GENERALES;813008432;diannymarcela@hotmail.com;1445000;Cooperativa y otros
COOPERATIVA MULTIACTIVA PROVITEC;900323764;texacocooprovitec02@gmail.com;10477129329;Cooperativa sin ahorro
COOPERATIVA DE BUFALEROS DE COLOMBIA;900669605;cobufalos@gmail.com;162743734;Cooperativa y otros
SERVIPROCESOS DE SANTANDER CTA;900770165;serviprocesos@outlook.com;42391346;Cooperativa y otros
FONDO DE EMPLEADOS DE WORK SERVICE SAS;900442701;fonwork@outlook.com;2431980;Fondos de empleados
COOPERATIVA MULTIACTIVA LACTEOS SANTA LUCIA;900772952;lacteosantalucia02@hotmail.com;513942196;Cooperativa sin ahorro
FONDO DE EMPLEADOS DE CONTELAC;900820590;pgomez@contelac.com;81512290;Fondos de empleados
COOPERATIVA MULTIACTIVA DE SERVICIOS LEGALES;900708490;notificaciones@comsel.com.co;13928848;Cooperativa sin ahorro
COOPERATIVA DE CAFE TOLISUR;900976157;cootolisur@gmail.com;1162220340;Cooperativa sin ahorro
COOPERATIVA DE SERVICIOS CORDOBA PRESENTE;900535588;coocp28062012@hotmail.com;23212000;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA SERVICE;901043568;contabilidadaux8@gmail.com;3000000;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA MENTES DIFERENTES;900679836;coopmente@gmail.com;72105515;Cooperativa sin ahorro
COOPERATIVA MULTISERVICIOS DE SANTANDER LTDA;901000296;contabilidad@coomultisan.com.co;307906006;Cooperativa sin ahorro
COOPERATIVA DE CONTADORES PUBLICOS ASOCIADOS LIMITADA;900425258;finangroup@hotmail.com;35060057;Cooperativa sin ahorro
COOPERATIVA DE TRABAJO ASOCIADO CENTRO SUR C.T.A;900766962;ctacentrosur@gmail.com;40738000;Cooperativa y otros
COOPERATIVA COMERCIALIZADORA CAFE HUILA;900677184;cantilloalvarez@hotmail.com;8233275159;Cooperativa sin ahorro
UNION DE ENTIDADES DE ECONOMIA SOLIDARIA;901148227;unioneconomiasolidaria@gmail.com;1410148916;Cooperativa y otros
COOPERATIVA CULTURAL ARTECOOP;900320588;artecoopcolombis@gmsil.vom;24699313;Cooperativa sin ahorro
COOPERATIVA DE TRABAJO ASOCIADO PROYECCION PROFESIONAL;901090741;facturacionelectronica@ctapp.com;4692304138;Cooperativa y otros
COOPERATIVA MULTIACTIVA SINUANA;900182374;coopsinuana@gmail.com;741620700;Cooperativa sin ahorro
ALTOGRANDE COOPERATIVA AGROTURISTICA CHOACHI;901132110;coopchoachialtogrande@gmail.com;126814396;Cooperativa sin ahorro
COOPERATIVA INTEGRAL DE PRODUCTORES DE HORTALIZAS Y FRUTAS;900429966;pedromontenegro21@hotmail.com;601486393;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA ACORDEMUS;900752014;coopacordemus@gmial.com;50606432;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA DE SERVICIOS Y ASESORIAS JURIDICAS;901291837;coopjuridica1@hotmail.com;106786725;Cooperativa sin ahorro
ASOCIACION MUTUAL LAS COLONIAS;900994737;mutualcolonias@gmail.com;378261400;Mutuales
ASOCIACION MUTUAL GOLDEN GROUP;901160356;info@mutualgoldengroup.com;12945147;Mutuales
COOPERATIVA MULTIACTIVA AGROPECUARIA DE COMBITA;900263346;coagroactiva@gmail.com;146632282;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA DEL EJE;901284773;sinergiacoopdeleje@gmail.com;9602358;Cooperativa sin ahorro
FONDO DE EMPLEADOS DEL SECTOR INMOBILIARIO;901303349;fesinmobiliario@gmail.com;439;Fondos de empleados
PRECOOPERATIVA MULTIACTIVA GLOBALSERVICE CORP;901333591;gererncia.globalservicecorp@gmail.com;58522880;Cooperativa y otros
COOPERATIVA PIONERA DE CANNABIS POR EL APOYO AL DESARROLLO Y PROGRESODEL SARARE DEPARTAMENTO NORTE DE SANTANDER;901235685;copicannabisar@gmail.com;34081835;Cooperativa sin ahorro
PRECOOPERATIVA KONECTAR;901282316;gerencia@prekonectar.com;4287063729;Cooperativa y otros
EMPRESA COOPERATIVA INTEGRAL PARA EL SECTOR AGRICOLA;901165736;carolinapajoy@hotmail.com;3848478368;Cooperativa sin ahorro
COOPERATIVA INTEGRAL AGRICOLA DE RIOBLANCO;901214632;carolinapajoy@hotmail.com;246399321;Cooperativa sin ahorro
PRECOOPERATIVA AL SERVICIO DEL SECTOR GANADERO;901262139;carolinapajoy@hotmail.com;1213685544;Cooperativa sin ahorro
COOPERATIVA DE APORTE Y CREDITO NUBES VERDES;901330639;coopnubesverdes@gmail.com;139967132;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA COMUNITARIA SEMILLAS DE LA SELVA;901234991;nei27perez@gmail.com;33710254;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA CERRO MADERA;901234823;rubianzamora123@gmail.com;44877471;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA CAMGILES;901230621;gusfo8@hotmail.com;47008921;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA DE PERSONAS TRABAJADORAS DE NORTE DE SANTANDER;901229675;carrickdeiner@gmail.com;435786923;Cooperativa sin ahorro
EMPRESA COOPERATIVA DE PRODUCTORES AGRICOLAS LIMITADA;900864015;carolinapajoy@hotmail.com;4688962757;Cooperativa sin ahorro
EMPRESA COOPERATIVA AGRICOLA LA SUREÑA LIMITADA;900707748;carolinapajoy@hotmail.com;1039740511;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA ADMINISTRAR CALDAS;901390151;coop6dministrar@gmail.com;12354901;Cooperativa sin ahorro
COOPERATIVA DE TRABAJO ASOCIADO PARA LA GESTION;900441747;gerenciaproactivoscta@gmail.com;2025042137;Cooperativa y otros
PRECOOPERATIVA GRANOS DEL HUILA;901056554;ascontrifnc@gmai.com;3358700;Cooperativa sin ahorro
PRECOOPERATIVA DE CAFÉ LEGION;901160946;ascontrifnc@gmail.com;344401875;Cooperativa sin ahorro
PRECOOPERATIVA SURCOLOMBIANA  AGROCOMERCIO;901106146;ascontrifnc@gmail.com;6108000;Cooperativa sin ahorro
COOPERATIVA DE SERVICIOS DEL SUR COLOMBIANO;901267058;jealva2@hotmail.com;513713;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA DE PRODUCTORES DE LECHE DE MARIALABAJA;806005511;coolemabolivar@gmail.com;394645805;Cooperativa sin ahorro
PRECOOPERATIVA SOCIAL LATTANZI;901368523;lattanzicoop@gmail.com;5150494;Cooperativa y otros
PRECOOPERATIVA DE SERVICIOS DE CARGA AGROPECUARIA CARGAS DEL HUILA;901069612;ascontrifnc@gmail.com;3108000;Cooperativa sin ahorro
COOPERATIVA DE TRABAJO ASOCIADO LA PRIMAVERA;800113269;adrijos70@yahoo.es;78731000;Cooperativa y otros
COOPERATIVA INTEGRAL AGRICOLA DE CAJAMARCA LIMITADA;901400477;carolinapajoy@hotmail.com;1966545767;Cooperativa sin ahorro
COOPERATIVA COMERCIALIZADORA AGROPECUARIA LIMITDA;901432761;carolinapajoy@hotmail.com;682308440;Cooperativa sin ahorro
COOPERATIVA PROMOTORA DE MERCADEO AGROPECUARIO;901402708;carolinapajoy@hotmail.com;876423233;Cooperativa sin ahorro
 COOPERATIVA MULTIACTIVA DE MIRAELORES;901271785;l.silva@miraflores.co;266000;Cooperativa sin ahorro
COOMIBAR;900900449;coomibar@outlook.com;36939530;Cooperativa sin ahorro
SERVICIOS MULTIACTIVOS COOPERATIVA DEL CARIBE;901180544;marjudlanza88@hotmail.com;154368829;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA DE SERVICIOS PROFESIONALES FINANCIEROS Y AVALES;901400139;info@profines.co;780154687;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA PARA LA  ASESORIA JURIDICA Y FINANCIERA;901346346;coomuljuridicos@hotmail.com;156466160;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA RONNIS PITALUA;901289635;ropicoop@gmail.com;68261972;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA QUIELE CASA;901302129;arquidear@hotmail.com;10000000;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA DE ASESORES EMPRESARIALES;901418652;coomulsor.coop@outlook.com;212486179;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA DE BIENES Y SERVICIOS NACIONALES;901355501;coomulbisen@gmail.com;4000000;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA DE SERVICIOS AGROPECUARIOS DE LA COSTA CARIBE;901316913;coodarod.atl@gmail.com;33443000;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA GIANVALIS;901241330;jcarlos_santamaria1@yahoo.com;385738564;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA DE CREDITOS Y SERVICIOS;901456375;coopmultiser2021@gmail.com;35098724;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA DE CREDITOS Y SERVICIOS SILVIA ARAGON MOLINA;901472497;coomultisam@gmail.com;180668000;Cooperativa sin ahorro
COOPERATIVA NAHUICA DE COLOMBIA LTDA;901094406;contabilidad537@hotmail.com;1947905493;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA ALTERNATIVAS SOLIDARIAS ALSOCOOP;901284126;cooperativaalsocoop@gmail.com;5125000;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA EN LA PRESTACION DE SERVICIOS CONTABLES Y FINANCIEROS;900952950;coomulaser@hotmail.com;210912684;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA INTEGRADORA DE CAMPESINOS Y REINCORPORADOS;901326421;cooperativacoomicer@gmail.com;89770588;Cooperativa sin ahorro
FONDO DE EMPLEADOS DE LA ENTIDAD SUJETOS COLECTIVOS;901041858;gerenciafonentidades@gmail.com;2000912;Fondos de empleados
PRECOOPERATIVA EXPRES DE SERVICIOS Y ASESORIAS SANTANDER;901523445;coexsander@gmail.com;1000000;Cooperativa sin ahorro
COOPERATIVA DE TRABAJO ASOCIADO DE VIAS;901516955;cooptrasovias@hotmail.com;10000000;Cooperativa y otros
FONDO DE EMPLEADOS DE EXPRESO PALMIRA;901342000;provalsa.contable2@hotmail.com;356833779;Fondos de empleados
COOPERATIVA PARA LOS EXPOSTADORES Y PRODUCTORES DE CAFE;901302265;coexprocafecop@gmail.com;3746425733;Cooperativa sin ahorro
LA FLORIDA COOPERATIVA MULTIACTIVA;806005907;lafloridacoopmultiactiva@gmail.com;39000000;Cooperativa y otros
COOPERATIVA MULTIACTIVA NACIONAL DE DESARROLLO SOCIAL;900964508;coonalsocialgerencia@gmail.com;192345830;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA BENIDOR;901523820;cooperativabenidor@gmail.com;11954264;Cooperativa y otros
COOPERATIVA MULTIACTIVA DE EMPRENDEDORES DE CORDOBA;901533680;coomulticor@gmail.com;94599380;Cooperativa sin ahorro
COOPERTIVA MULTIACTIVA CREDILIBRE BARRANQUILLA;901506534;oficina37barranquilla@hotmail.com;19388396;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA SERINTEGROUP;901538625;tesoreria@serintegroup.com.co;905379959;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA DE GESTION EN TRAMITES FINANCIEROS;901505229;coomulfinanzas@gmail.com;240491838;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA DE SERVICIOS DE ASESORES FINANCIEROS;901524551;coopserfinanzas@gmail.com;174450985;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA SOCIAL VF;901493128;socialcoop21@gmail.com;26908400;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA DE PLANTAS MEDICINALES Y AROMATICAS DE COLOMBIA;901570942;cannapcoop@gmail.com;7033978;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA LEGAL;901389398;multiactivalegal@gmail.com;29110251;Cooperativa sin ahorro
ASOCIACION MUTUALISTA PARA EL BIENESTAR Y LA RESILENCIA ECONOMICA TINTOLIBRE ES;901563012;danit@tintolibre.org;75802569;Mutuales
COOPERATIVA MULTIACTIVA FLYCOOP;901572854;cooperativaflycoop@gmail.com;389060000;Cooperativa sin ahorro
EMPRESA PRECOOPERATIVA CAFETERA DEL SUR;901589505;carolinapajoy@hotmail.com;6967747;Cooperativa sin ahorro
PRECOOPERATIVA DE MERCADEO AGROPECUARIO;901594828;carolinapajoy@hotmail.com;625686664;Cooperativa sin ahorro
PRECOOPERATIVA AGRICOLA DEL NORTE DEL VALLE;901604895;precooagrinorva@gmail.com;5373840793;Mutuales
COOPERATIVA MULTIACTIVA DE COMERCIANTES Y PRODUCTORES AGROPECUARIOS DE SAMANA CALDAS;901305024;agrocamposamana@hotmail.com;93487278;Cooperativa y otros
COOPERATIVA MULTIACTIVA DEL ORIENTE CUNDINAMARQUES;901530938;coonvocarcooperativa@gmail.com;38881358;Cooperativa sin ahorro
PRECOOPERATIVA MULTIACTIVA DE APORTES Y CREDITO BOPER;901396952;coboper@hotmail.com;12097303;Cooperativa y otros
PRECOOPERATIVA GRANOCAFE DEL HUILA;901563124;ascontrifnc@gmail.com;214107401;Cooperativa y otros
PRECOOPERATIVA DE BAREQUEROS ARTESANALES DE MINERIA;901470685;gerencia@precobarmin.com;186452183;Cooperativa y otros
COOPERATIVA MULTIACTIVA SERVIAVANCES COOPAVANCES;901593626;coopserviavances@gmail.com;2000000;Cooperativa sin ahorro
COPERATIVA AGENCIA LOGISTICA;901560106;cooperaglo@gmail.com;10725466;Cooperativa sin ahorro
FONDO DE EMPLEADOS DE MONTAGAS S.A E.S.P;901616308;fondoglp@montagas.com.co;41469321;Fondos de empleados
COOPERATIVA DE CAFICULTURES GRANO DE ORO DE COLOMBIA;900774792;granorojs@hotmail.com;22282450;Cooperativa sin ahorro
ASOCIACION MUTUAL LIRA;901205094;liraasociacionmutual@gmail.com;1021896;Mutuales
COOPERATIVA AGRICOLA LA VICTORIOSA;901648266;lavictoriosaoc@gmail.com;4000000;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA DE SERVICIOS Y COMERCIO COOPECOLOMBIA;901077535;produccionorange3@gmail.com;4436000;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA DE DESARROLLO SOCIAL Y EMPRESARIAL SOLUCIONES CAFETA CAFETACOOP;901181954;cafeta35@yahoo.es;18880700;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA DE ASESORIA COMERCIAL Y SERVICIOS;901361242;coomuldiser@gmail.com;34763744;Cooperativa y otros
COOPERATIVA JURIDICOS ABOGADOS;901525279;coopjuridicos@gmail.com;16000000;Cooperativa sin ahorro
PRECOOPERATIVA MULTIACTIVA SEMPRE AVANTI;901657243;preccopavanti@gmail.com;500000;Cooperativa sin ahorro
PRECOPERATIVA MULTIACTIVA DE CREDITO Y SERVICOS SI;901636236;coopcredisi@gmail.com;1000000;Cooperativa sin ahorro
COOPERATIVA MULTIACTIVA AGROPECUARIA TRABAJADORES DE PAZ ANUC MERCADERES;901377880;cooperativa.multiactiva@hotmail.com;3500000;Cooperativa sin ahorro
COOPERATIVA COOPSERNEIVA DE COLOMBIA;901595024;coopserneiva@hotmail.com;1000000;Cooperativa sin ahorro
COOPERATIVA DE TRABAJO ASOCIADO RENACER;900010446;jhon6-6-1979@hotmail.com;55912000;Cooperativa y otros
PRECOOPERATIVA PROYECT-COOP;901615537;marcelofinanzas1@gmail.com;50000000;Cooperativa y otros
